increase_frequency:1000,first_frequency:10,last_frequency:100
frequency,transmission_ep,receiving_ep
10,0.3226,0
10,0.2199,0
10,0.2053,0
10,0.2102,0
10,0.2248,0
10,0.2004,0
10,0.1955,0
10,0.2102,0
10,0.2151,0
10,0.2004,0
10,0.1955,0
10,0.2102,0
10,0.2151,0
10,0.2004,0
10,0.2053,0
10,0.2004,0
10,0.2151,0
10,0.2248,0
10,0.2004,0
10,0.2004,0
10,0.2199,0
10,0.2004,0
10,0.1955,0
10,0.1808,0
10,0.2151,0
10,0.2151,0
10,0.2053,0
10,0.1906,0
10,0.2102,0
10,0.2151,0
10,0.2053,0
10,0.1955,0
10,0.2102,0
10,0.2102,0
10,0.2004,0
10,0.1906,0
10,0.2102,0
10,0.2248,0
10,0.2151,0
10,0.2248,0
10,0.2004,0
10,0.2151,0
10,0.2444,0
10,0.1955,0
10,0.2053,0
10,0.2199,0
10,0.2151,0
10,0.2053,0
10,0.1955,0
10,0.2102,0
11,0.0782,0
11,0.0196,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
11,0,0
12,0.0293,0
12,0.044,0
12,0.0684,0
12,0.0538,0
12,0.0342,0
12,0.044,0
12,0.0635,0
12,0.0538,0
12,0,0
12,0.0587,0
12,0.0635,0
12,0.0684,0
12,0.0489,0
12,0.0635,0
12,0.0635,0
12,0.044,0
12,0.0538,0
12,0.0587,0
12,0.0587,0
12,0.044,0
12,0.0538,0
12,0.0489,0
12,0.044,0
12,0.044,0
12,0.0684,0
12,0.0635,0
12,0.0342,0
12,0.0538,0
12,0.0684,0
12,0.0538,0
12,0.0342,0
12,0.044,0
12,0.0635,0
12,0.0489,0
12,0.0978,0
12,0.0635,0
12,0.0635,0
12,0.0684,0
12,0.0587,0
12,0.0635,0
12,0.0538,0
12,0.044,0
12,0.0587,0
12,0.0587,0
12,0.0538,0
12,0.0489,0
12,0.0684,0
12,0.1369,0
12,0.044,0
12,0.044,0
13,0.3959,0
13,0.4106,0
13,0.4106,0
13,0.4203,0
13,0.4154,0
13,0.4057,0
13,0.4057,0
13,0.4057,0
13,0.4203,0
13,0.4203,0
13,0.4252,0
13,0.4203,0
13,0.4203,0
13,0.4106,0
13,0.3959,0
13,0.4057,0
13,0.4008,0
13,0.4203,0
13,0.4203,0
13,0.4154,0
13,0.4057,0.0244
13,0.4106,0
13,0.3959,0
13,0.4057,0
13,0.4154,0
13,0.4106,0
13,0.4252,0
13,0.4203,0
13,0.4154,0
13,0.4057,0
13,0.4057,0
13,0.4106,0
13,0.4203,0
13,0.4106,0
13,0.4252,0
13,0.4154,0
13,0.4203,0
13,0.3959,0
13,0.4057,0
13,0.4057,0
13,0.4154,0
13,0.4301,0
13,0.4203,0
13,0.4252,0
13,0.4057,0
13,0.4154,0
13,0.4106,0
13,0.4203,0
13,0.4203,0
13,0.4643,0
14,0.2004,0
14,0.1026,0
14,0.0538,0
14,0.0391,0
14,0.0196,0
14,0.0244,0
14,0.0147,0
14,0.0098,0
14,0.0196,0
14,0.0049,0
14,0.0147,0
14,0,0
14,0.0147,0
14,0.0098,0
14,0.0098,0
14,0,0
14,0.0049,0
14,0.0098,0
14,0.0049,0
14,0.0098,0
14,0.0049,0
14,0.0098,0
14,0,0
14,0.0098,0
14,0.0049,0
14,0,0
14,0.0098,0
14,0,0
14,0.0049,0
14,0.0049,0
14,0.0049,0
14,0.0098,0
14,0,0
14,0.0049,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0,0
14,0.0098,0
14,0,0
14,0.0098,0
14,0,0
14,0.0098,0
14,0.0049,0
14,0,0
14,0.0049,0
14,0,0
14,0,0
15,0.567,0
15,0.6452,0
15,0.6305,0
15,0.6207,0
15,0.6354,0
15,0.6452,0
15,0.6109,0
15,0.6354,0
15,0.6158,0
15,0.6158,0
15,0.6354,0
15,0.6305,0
15,0.6012,0
15,0.6158,0
15,0.6061,0
15,0.6354,0
15,0.6452,0
15,0.6207,0
15,0.6061,0
15,0.6256,0
15,0.6256,0
15,0.5963,0
15,0.6256,0
15,0.6256,0
15,0.6207,0
15,0.6256,0
15,0.6207,0
15,0.6158,0.0147
15,0.6598,0
15,0.6403,0
15,0.6403,0
15,0.6256,0
15,0.6256,0
15,0.6109,0
15,0.6452,0
15,0.65,0
15,0.6452,0
15,0.6403,0
15,0.6696,0.0049
15,0.6647,0.0049
15,0.6647,0.0049
15,0.6794,0
15,0.6745,0
15,0.6598,0
15,0.694,0
15,0.6891,0
15,0.5865,0
15,0.6061,0
15,0.6354,0
15,0.6305,0
16,0.3568,0
16,0.3226,0
16,0.3715,0
16,0.347,0
16,0.347,0
16,0.2835,0
16,0.3226,0
16,0.2835,0
16,0.2004,0
16,0.2004,0
16,0.3372,0
16,0.347,0
16,0.3324,0
16,0.3177,0
16,0.2884,0
16,0.3128,0
16,0.2493,0
16,0.4936,0
16,0.3666,0
16,0.347,0
16,0.303,0
16,0.2884,0
16,0.3275,0
16,0.2884,0
16,0.303,0
16,0.3079,0
16,0.2786,0
16,0.3177,0
16,0.3519,0
16,0.347,0
16,0.3128,0
16,0.3177,0
16,0.3128,0
16,0.2151,0
16,0.2688,0
16,0.3177,0
16,0.347,0
16,0.3324,0
16,0.3324,0
16,0.3763,0
16,0.3715,0
16,0.3666,0
16,0.3617,0
16,0.3715,0
16,0.3715,0
16,0.3715,0
16,0.347,0
16,0.3763,0
16,0.391,0
16,0.3715,0
17,0.8749,0.0293
17,0.8798,0.0391
17,0.8895,0.044
17,0.8749,0.044
17,0.8847,0.0489
17,0.8798,0.0489
17,0.8798,0.044
17,0.9042,0.044
17,0.914,0.0489
17,0.8895,0.0489
17,0.9042,0.0489
17,0.8993,0.0538
17,0.8895,0.0489
17,0.8993,0.0489
17,0.9042,0.0489
17,0.8993,0.0538
17,0.8651,0.0538
17,0.8993,0.0538
17,0.914,0.0538
17,0.9238,0.0489
17,0.9238,0.0489
17,0.9286,0.0538
17,0.9335,0.0538
17,0.9189,0.0538
17,0.914,0.0538
17,0.9189,0.0538
17,0.9238,0.0538
17,0.9091,0.0538
17,0.9189,0.0538
17,0.9042,0.0489
17,0.9042,0.0489
17,0.9042,0.0489
17,0.914,0.0489
17,0.8944,0.0489
17,0.8749,0.0489
17,0.8602,0.044
17,0.8553,0.0489
17,0.8602,0.044
17,0.8847,0.0489
17,0.8798,0.0489
17,0.8944,0.0489
17,0.8798,0.044
17,0.8798,0.0489
17,0.8895,0.0489
17,0.8749,0.044
17,0.8651,0.0489
17,0.87,0.044
17,0.8651,0.044
17,0.8602,0.044
17,0.8749,0.0489
18,0.3959,0.0147
18,0.1564,0
18,0.044,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
18,0,0
19,0.0049,0
19,0.0587,0
19,0.0587,0
19,0.0831,0
19,0.088,0
19,0.088,0
19,0.0684,0
19,0.0733,0
19,0.0782,0
19,0.0538,0
19,0.0782,0
19,0.0831,0
19,0.0929,0
19,0.088,0
19,0.0196,0
19,0.0733,0
19,0.0831,0
19,0.0733,0
19,0.088,0
19,0.0733,0
19,0.0831,0
19,0.0733,0
19,0.088,0
19,0.0635,0
19,0.0929,0
19,0.0831,0
19,0.088,0
19,0.0782,0
19,0.0831,0
19,0.0782,0
19,0.0782,0
19,0.0733,0
19,0.0733,0
19,0.0831,0
19,0.088,0
19,0.0831,0
19,0.0733,0
19,0.1222,0
19,0.0782,0
19,0.0782,0
19,0.0635,0
19,0.0831,0
19,0.0782,0
19,0.088,0
19,0.0684,0
19,0.0831,0
19,0.0733,0
19,0.088,0
19,0.0684,0
19,0.0831,0
20,0.3421,0
20,0.3812,0
20,0.3812,0
20,0.4057,0
20,0.4057,0
20,0.4008,0
20,0.391,0
20,0.4008,0
20,0.4057,0
20,0.435,0
20,0.3861,0
20,0.3959,0
20,0.4008,0
20,0.3812,0
20,0.3226,0
20,0.4106,0
20,0.4154,0
20,0.4203,0
20,0.4154,0
20,0.4301,0
20,0.4203,0
20,0.435,0
20,0.4106,0
20,0.4057,0
20,0.4301,0
20,0.4106,0
20,0.4399,0
20,0.4301,0
20,0.3959,0
20,0.4399,0
20,0.4203,0
20,0.4154,0
20,0.4301,0
20,0.4203,0
20,0.4448,0
20,0.4203,0.0049
20,0.4106,0
20,0.3959,0
20,0.4008,0
20,0.435,0
20,0.4106,0
20,0.4154,0
20,0.3861,0
20,0.3959,0
20,0.4203,0
20,0.4106,0
20,0.4203,0
20,0.4106,0
20,0.4154,0
20,0.4203,0
21,0.3959,0
21,0.3666,0
21,0.391,0
21,0.4301,0
21,0.3666,0
21,0.3861,0
21,0.3421,0
21,0.347,0
21,0.3666,0
21,0.3275,0
21,0.3666,0
21,0.3666,0
21,0.3812,0
21,0.3666,0
21,0.3812,0
21,0.3959,0
21,0.3861,0
21,0.3715,0
21,0.4203,0
21,0.3959,0
21,0.391,0
21,0.4154,0
21,0.5327,0
21,0.5327,0
21,0.5914,0
21,0.6109,0.0684
21,0.5767,0
21,0.5718,0
21,0.5865,0
21,0.5474,0
21,0.5474,0.0342
21,0.5621,0
21,0.5034,0
21,0.5327,0
21,0.5474,0
21,0.4936,0
21,0.5327,0
21,0.5279,0
21,0.5181,0
21,0.5034,0
21,0.5425,0
21,0.5279,0
21,0.523,0.0049
21,0.5572,0
21,0.5572,0.0049
21,0.5572,0.0049
21,0.567,0.0049
21,0.5963,0
21,0.5474,0.0049
21,0.5718,0
22.0kHz,,
22,0.738,0
22,0.7576,0.0049
22,0.7771,0.0049
22,0.7478,0.0049
22,0.7576,0.0098
22,0.7576,0
22,0.7722,0.0147
22,0.7478,0.0049
22,0.7625,0.0049
22,0.7771,0.0049
22,0.7674,0
22,0.738,0.0049
22,0.7869,0.0049
22,0.7722,0.0049
22,0.782,0.0049
22,0.7918,0.0147
22,0.8309,0.0147
22,0.8504,0.0147
22,0.8504,0.0098
22,0.7967,0.0098
22,0.782,0.0098
22,0.7771,0.0098
22,0.7722,0.0049
22,0.7674,0
22,0.7674,0.0049
22,0.7869,0
22,0.8211,0.0049
22,0.8016,0.0049
22,0.7527,0.0049
22,0.738,0.0049
22,0.7722,0
22,0.7722,0.0049
22,0.738,0
22,0.7478,0.0049
22,0.7722,0
22,0.7576,0
22,0.6696,0
22,0.7331,0
22,0.7087,0
22,0.7478,0
22,0.7429,0
22,0.7527,0
22,0.7576,0
22,0.7527,0
22,0.7429,0
22,0.7283,0
22,0.738,0
22,0.7331,0
22,0.7136,0
22,0.7185,0
23.0kHz,,
23,1.4516,0.2053
23,1.5005,0.1515
23,1.4467,0.2102
23,1.4614,0.2053
23,1.4761,0.2053
23,1.6031,0.2004
23,1.4565,0.2004
23,1.4418,0.2004
23,1.4418,0.2004
23,1.4614,0.2004
23,1.4565,0.1711
23,1.4809,0.2004
23,1.4712,0.2004
23,1.4467,0.1955
23,1.4418,0.1955
23,1.4516,0.1955
23,1.4663,0.1955
23,1.4761,0.1955
23,1.4663,0.1955
23,1.4565,0.1955
23,1.3978,0.1955
23,1.4418,0.1808
23,1.4614,0.1906
23,1.4712,0.1906
23,1.5445,0.1906
23,1.4516,0.1906
23,1.4418,0.1955
23,1.4467,0.1955
23,1.4614,0.1955
23,1.4663,0.1906
23,1.4761,0.1808
23,1.4663,0.1906
23,1.4467,0.1906
23,1.437,0.1906
23,1.4516,0.1955
23,1.4712,0.1906
23,1.4761,0.1906
23,1.4614,0.1906
23,1.4614,0.1906
23,1.4956,0.1711
23,1.4467,0.1906
23,1.4712,0.1955
23,1.4809,0.1955
23,1.5347,0.1906
23,1.4467,0.1857
23,1.4418,0.176
23,1.4516,0.1808
23,1.4565,0.176
23,1.4565,0.176
23,1.4761,0.176
24.0kHz,,
24,1.0362,0.0587
24,1.0313,0.0538
24,1.0313,0.044
24,1.1046,0.0489
24,1.0313,0.044
24,1.0411,0.0489
24,1.0459,0.0489
24,1.0166,0.0489
24,1.0508,0.0489
24,1.0459,0.044
24,1.0459,0.044
24,1.0459,0.0489
24,1.0166,0.0489
24,1.0215,0.0489
24,1.0264,0.044
24,1.0313,0
24,1.0166,0.044
24,1.0313,0.0538
24,1.0362,0.0489
24,1.0459,0.044
24,1.0948,0.044
24,1.0411,0.044
24,1.0459,0.044
24,1.0459,0.0489
24,1.0459,0.0489
24,1.0166,0.044
24,1.0215,0.044
24,1.0313,0.044
24,1.0264,0.0489
24,1.0166,0.0489
24,1.0362,0.0489
24,1.0411,0.044
24,1.0411,0.0782
24,1.0557,0.044
24,1.0459,0.0489
24,1.0411,0.0489
24,1.0459,0.0489
24,1.0362,0.0489
24,1.0166,0.044
24,1.0215,0.044
24,1.0264,0.0489
24,1.0313,0.0489
24,1.0362,0.0489
24,1.0313,0.044
24,1.0362,0.044
24,1.0411,0.044
24,1.0362,0.0489
24,1.0362,0.0342
24,1.0411,0.044
24,1.0362,0.044
25.0kHz,,
25,0.9531,0.0489
25,0.9677,0.0489
25,1.0117,0.0489
25,0.9629,0.0538
25,0.9677,0.0489
25,0.9677,0.0489
25,0.9726,0.0489
25,1.0215,0.0489
25,0.9629,0.0489
25,0.9726,0.0489
25,0.9726,0.0489
25,0.9726,0.0489
25,0.9482,0.0489
25,0.9629,0.0489
25,0.9726,0.0489
25,0.9677,0.0489
25,0.9775,0.0489
25,0.9726,0.0489
25,0.9629,0.0489
25,0.9677,0.0489
25,0.9677,0.0489
25,0.9726,0.0489
25,1.0508,0.0489
25,0.9629,0.0489
25,0.9677,0.0489
25,0.9726,0.0489
25,0.9726,0.0489
25,1.0313,0.0489
25,0.9629,0.0391
25,0.9677,0.0489
25,0.9726,0
25,0.9775,0.0489
25,0.9531,0.0147
25,0.9629,0.0489
25,0.9775,0.044
25,0.9775,0.0489
25,0.9775,0.0489
25,0.9629,0.0489
25,0.9726,0.0489
25,0.9726,0.0489
25,0.9775,0.0489
25,0.9726,0.044
25,1.0215,0.0489
25,0.9726,0.0489
25,0.9775,0.0489
25,0.9726,0.0489
25,0.9775,0.0489
25,1.0802,0.0489
25,0.9726,0.0489
25,0.9775,0.0489
26.0kHz,,
26,0.4008,0.0147
26,0.347,0
26,0.347,0
26,0.3617,0
26,0.3568,0
26,0.3421,0.0049
26,0.3617,0
26,0.347,0
26,0.3519,0
26,0.3519,0
26,0.3372,0
26,0.3519,0
26,0.4008,0
26,0.3421,0
26,0.3372,0
26,0.347,0
26,0.3519,0
26,0.3421,0
26,0.3666,0
26,0.3372,0
26,0.3324,0
26,0.3421,0
26,0.3324,0
26,0.3372,0
26,0.2835,0
26,0.3372,0
26,0.3372,0
26,0.3372,0
26,0.3372,0
26,0.3372,0
26,0.3617,0
26,0.3372,0
26,0.3324,0
26,0.3275,0
26,0.3177,0
26,0.3177,0
26,0.3715,0
26,0.3177,0
26,0.3079,0
26,0.3177,0
26,0.3226,0
26,0.3177,0
26,0.2786,0
26,0.3275,0
26,0.3226,0
26,0.3275,0
26,0.3226,0
26,0.3275,0
26,0.2835,0
26,0.3275,0
27.0kHz,,
27,0.1124,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
27,0,0
28.0kHz,,
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
28,0,0
29.0kHz,,
29,0.3079,0
29,0.3177,0
29,0.3079,0
29,0.3128,0
29,0.303,0
29,0.3275,0
29,0.303,0
29,0.3568,0
29,0.3324,0
29,0.3372,0
29,0.3226,0
29,0.2933,0
29,0.3128,0
29,0.303,0
29,0.303,0
29,0.3128,0
29,0.3372,0
29,0.303,0
29,0.3177,0
29,0.2981,0
29,0.3079,0
29,0.3324,0
29,0.2688,0
29,0.2835,0
29,0.2835,0
29,0.3128,0
29,0.2688,0
29,0.303,0
29,0.2933,0
29,0.2981,0
29,0.2933,0
29,0.2933,0
29,0.2835,0
29,0.303,0
29,0.2835,0
29,0.2933,0
29,0.3617,0
29,0.2981,0
29,0.2786,0
29,0.2688,0
29,0.303,0
29,0.2884,0
29,0.2737,0
29,0.2835,0
29,0.2737,0
29,0.2737,0
29,0.2884,0
29,0.2688,0
29,0.2835,0
29,0.2981,0
30.0kHz,,
30,0.4741,0
30,0.4888,0
30,0.4839,0
30,0.4594,0
30,0.4741,0
30,0.4643,0
30,0.4741,0
30,0.479,0.0098
30,0.4545,0
30,0.4936,0
30,0.4692,0.0049
30,0.4692,0
30,0.4545,0
30,0.4839,0
30,0.4692,0
30,0.4643,0
30,0.4936,0
30,0.4839,0
30,0.4985,0
30,0.4936,0
30,0.5083,0.0049
30,0.523,0.0049
30,0.4985,0.0049
30,0.5327,0.0049
30,0.479,0.0049
30,0.4839,0.0049
30,0.5181,0
30,0.523,0.0049
30,0.4497,0.0049
30,0.4936,0.0049
30,0.5083,0.0049
30,0.5132,0
30,0.5034,0.0049
30,0.5034,0.0049
30,0.5181,0.0049
30,0.4399,0.0049
30,0.4839,0
30,0.479,0
30,0.479,0
30,0.5181,0
30,0.5132,0.0049
30,0.5279,0.0049
30,0.5132,0.0049
30,0.523,0
30,0.4936,0.0049
30,0.4985,0.0049
30,0.4936,0
30,0.4643,0.0049
30,0.4399,0.0098
30,0.4692,0
31.0kHz,,
31,0.5572,0.0147
31,0.5767,0.0147
31,0.5718,0.0196
31,0.5865,0.0196
31,0.6207,0.0196
31,0.6305,0.0244
31,0.6354,0.0244
31,0.6354,0.0244
31,0.5963,0.0196
31,0.65,0.0244
31,0.5865,0.0244
31,0.6158,0.0244
31,0.5767,0.0196
31,0.6012,0.0049
31,0.567,0.0196
31,0.6158,0.0196
31,0.5963,0.0196
31,0.6549,0.0244
31,0.6354,0.0147
31,0.6891,0.0244
31,0.6452,0.0293
31,0.6647,0.0244
31,0.5572,0.0196
31,0.5767,0.0293
31,0.5425,0.0147
31,0.5621,0.0147
31,0.5376,0.0147
31,0.5621,0.0098
31,0.5083,0.0293
31,0.523,0.0098
31,0.4888,0.0098
31,0.4985,0.0098
31,0.5083,0.0098
31,0.5034,0.0147
31,0.391,0.0049
31,0.3763,0
31,0.3372,0
31,0.3715,0
31,0.3812,0
31,0.435,0
31,0.4203,0
31,0.3128,0
31,0.4106,0
31,0.4154,0
31,0.4008,0
31,0.4154,0
31,0.3568,0.0049
31,0.3715,0
31,0.4203,0
31,0.3763,0
32.0kHz,,
32,0.5914,0.0293
32,0.6305,0.0391
32,0.6109,0.044
32,0.6256,0.0391
32,0.6158,0.044
32,0.6109,0.044
32,0.6207,0.044
32,0.6158,0.044
32,0.6354,0.0489
32,0.6012,0.044
32,0.6305,0.044
32,0.6158,0.044
32,0.6354,0.044
32,0.6061,0.0391
32,0.6305,0.0391
32,0.6256,0.0391
32,0.6158,0
32,0.6256,0.0391
32,0.6158,0.044
32,0.6403,0.0391
32,0.6158,0.044
32,0.6305,0.044
32,0.5963,0.044
32,0.6109,0.0391
32,0.5767,0.0196
32,0.8016,0.0489
32,0.9042,0.0587
32,0.7283,0.044
32,0.6696,0.0342
32,0.6158,0.0244
32,0.6452,0.0293
32,0.6452,0.0293
32,0.6794,0.0733
32,0.5767,0.0342
32,0.6158,0.0391
32,0.6061,0.044
32,0.6305,0.044
32,0.6158,0.044
32,0.6354,0.044
32,0.6061,0.0391
32,0.6305,0.044
32,0.6158,0.044
32,0.6403,0.0391
32,0.6061,0.044
32,0.6305,0.0391
32,0.6305,0.0391
32,0.6158,0.0342
32,0.6452,0.0342
32,0.6256,0.0147
32,0.6647,0.0391
33.0kHz,,
33,0.8749,0.0782
33,0.8456,0.0831
33,0.8847,0.0831
33,0.8504,0.0831
33,0.8798,0.088
33,0.8798,0.0831
33,0.8553,0.0831
33,0.8944,0.1026
33,0.9286,0.0831
33,0.8993,0.088
33,0.8553,0.0684
33,0.8944,0.0831
33,0.8798,0.088
33,0.8895,0.0831
33,0.9091,0.088
33,0.8847,0.088
33,0.8895,0.088
33,0.8798,0.088
33,0.8553,0.088
33,0.8993,0.088
33,0.8456,0.088
33,0.8895,0.088
33,0.8798,0.088
33,0.8651,0.088
33,0.9873,0.1124
33,0.8211,0.088
33,0.9091,0.088
33,0.8553,0.088
33,0.8993,0.088
33,0.8798,0.0831
33,0.8944,0.088
33,0.9091,0.088
33,0.87,0.088
33,0.8895,0.0831
33,0.87,0.088
33,0.87,0.0831
33,0.8993,0.0831
33,0.8798,0.0831
33,0.8993,0.0489
33,0.8895,0.088
33,0.9042,0.088
33,0.9286,0.0782
33,0.8065,0.0831
33,0.9042,0.088
33,0.8602,0.088
33,0.9042,0.088
33,0.87,0.088
33,0.8944,0.088
33,0.8847,0.088
33,0.8749,0.088
34.0kHz,,
34,1.0997,0.1222
34,1.1535,0.1466
34,1.1193,0.132
34,1.1144,0.1271
34,1.1632,0.132
34,1.1193,0.132
34,1.1144,0.1271
34,1.173,0.1369
34,1.1144,0.132
34,1.1535,0.1075
34,1.1193,0.132
34,1.1095,0.1271
34,1.1437,0.1662
34,1.1241,0.132
34,1.1193,0.132
34,1.1632,0.1515
34,1.1241,0.132
34,1.1241,0.132
34,1.0997,0.1662
34,1.1632,0.132
34,1.1486,0.1271
34,1.1339,0.1222
34,1.1241,0.132
34,1.1632,0.132
34,1.1339,0.0929
34,1.1193,0.1369
34,1.1584,0.1271
34,1.1144,0.1075
34,1.1486,0.132
34,1.1535,0.132
34,1.173,0.1369
34,1.1926,0.132
